"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","nitrate import","GO:1902025","false","0.00026382126930914364","3.5786901944938423","11","406","5","15906","OS01G0704100,OS02G0112100,OS02G0112600,OS02G0595900,OS10G0554200"
"GO:BP","biological regulation","GO:0065007","false","0.00029516090389636627","3.5299411683480817","4036","406","143","15906","OS01G0124100,OS01G0124650,OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0174700,OS01G0185900,OS01G0196300,OS01G0198900,OS01G0206300,OS01G0292200,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0754800,OS01G0802700,OS01G0821600,OS01G0826400,OS01G0835700,OS01G0900800,OS01G0908200,OS01G0919800,OS02G0126400,OS02G0132500,OS02G0168000,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0191800,OS02G0220000,OS02G0232000,OS02G0265200,OS02G0531600,OS02G0532800,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS02G0807000,OS03G0107700,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0232400,OS03G0237250,OS03G0270000,OS03G0285800,OS03G0370000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0799000,OS03G0811400,OS03G0823400,OS03G0860100,OS04G0448900,OS04G0475600,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0584600,OS04G0586200,OS04G0605100,OS04G0618700,OS04G0634700,OS04G0648900,OS04G0665600,OS04G0683700,OS04G0690600,OS05G0129300,OS05G0179100,OS05G0183100,OS05G0318100,OS05G0326400,OS05G0407500,OS05G0466100,OS05G0537100,OS05G0549800,OS05G0595300,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0562200,OS06G0594400,OS06G0633100,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0184800,OS07G0568300,OS07G0581700,OS07G0584100,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0680600,OS07G0684900,OS07G0688200,OS08G0108100,OS08G0374000,OS08G0460600,OS08G0487100,OS08G0490100,OS08G0529000,OS08G0535800,OS08G0546100,OS09G0410700,OS09G0418000,OS09G0439200,OS09G0457900,OS09G0474000,OS09G0522000,OS09G0524800,OS10G0376900,OS11G0113700,OS11G0184900,OS11G0246200,OS11G0664400,OS11G0665600,OS11G0666200,OS11G0705900,OS12G0113500,OS12G0283400,OS12G0634500"
"GO:BP","DNA-templated transcription","GO:0006351","false","0.00030756772726442405","3.5120592365113272","1984","406","82","15906","OS01G0134700,OS01G0141000,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","response to chemical","GO:0042221","false","0.00030756772726442405","3.5120592365113272","1307","406","60","15906","OS01G0136000,OS01G0174700,OS01G0294700,OS01G0313300,OS01G0704100,OS01G0802700,OS01G0826400,OS01G0908200,OS01G0919800,OS02G0112100,OS02G0112600,OS02G0128000,OS02G0512000,OS02G0595900,OS02G0612900,OS02G0643800,OS02G0669100,OS02G0676400,OS02G0766700,OS03G0125100,OS03G0133000,OS03G0171300,OS03G0266300,OS03G0276500,OS03G0285800,OS03G0369000,OS03G0405900,OS03G0437200,OS03G0741100,OS03G0832200,OS03G0860100,OS04G0448900,OS04G0543900,OS04G0559700,OS04G0571600,OS04G0584600,OS04G0618700,OS04G0647800,OS04G0665600,OS04G0688300,OS04G0690600,OS05G0119000,OS05G0407500,OS05G0460000,OS06G0562200,OS06G0594400,OS07G0638400,OS07G0674800,OS08G0374000,OS08G0440100,OS08G0529000,OS09G0367700,OS09G0439200,OS09G0457900,OS10G0527400,OS10G0533500,OS10G0554200,OS11G0246200,OS11G0454300,OS11G0484500"
"GO:BP","RNA biosynthetic process","GO:0032774","false","0.0003345916233610191","3.475484935978599","1993","406","82","15906","OS01G0134700,OS01G0141000,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","regulation of biological process","GO:0050789","false","0.0005663084239358011","3.2469469781198526","3743","406","133","15906","OS01G0124100,OS01G0124650,OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0174700,OS01G0185900,OS01G0196300,OS01G0206300,OS01G0292200,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0754800,OS01G0802700,OS01G0821600,OS01G0826400,OS01G0835700,OS01G0900800,OS01G0908200,OS01G0919800,OS02G0126400,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0191800,OS02G0232000,OS02G0265200,OS02G0531600,OS02G0532800,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS02G0807000,OS03G0107700,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0232400,OS03G0237250,OS03G0270000,OS03G0285800,OS03G0370000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0799000,OS03G0811400,OS03G0823400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0584600,OS04G0586200,OS04G0605100,OS04G0618700,OS04G0634700,OS04G0648900,OS04G0665600,OS04G0683700,OS04G0690600,OS05G0129300,OS05G0179100,OS05G0183100,OS05G0318100,OS05G0326400,OS05G0407500,OS05G0466100,OS05G0537100,OS05G0549800,OS05G0595300,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0562200,OS06G0594400,OS06G0633100,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0184800,OS07G0568300,OS07G0581700,OS07G0584100,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0680600,OS07G0684900,OS07G0688200,OS08G0374000,OS08G0487100,OS08G0490100,OS08G0529000,OS08G0535800,OS09G0410700,OS09G0418000,OS09G0439200,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0113700,OS11G0184900,OS11G0246200,OS11G0664400,OS11G0665600,OS11G0666200,OS11G0705900,OS12G0113500,OS12G0634500"
"GO:BP","regulation of metabolic process","GO:0019222","false","0.0007843207042911632","3.1055063204473594","2602","406","99","15906","OS01G0124100,OS01G0124650,OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0107700,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0370000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0799000,OS03G0811400,OS03G0823400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0326400,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0562200,OS06G0594400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0184800,OS07G0568300,OS07G0581700,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0374000,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0246200,OS11G0705900,OS12G0634500"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","false","0.0010476155056336096","2.979798082257802","2527","406","96","15906","OS01G0124100,OS01G0124650,OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0107700,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0799000,OS03G0811400,OS03G0823400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0326400,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0562200,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0184800,OS07G0568300,OS07G0581700,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0374000,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","regulation of cellular metabolic process","GO:0031323","false","0.0010476155056336096","2.979798082257802","2458","406","94","15906","OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0107700,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0799000,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0326400,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0562200,OS06G0594400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0184800,OS07G0581700,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0374000,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0246200,OS11G0705900,OS12G0634500"
"GO:BP","inorganic anion transport","GO:0015698","false","0.0010476155056336096","2.979798082257802","77","406","10","15906","OS01G0645900,OS01G0704100,OS02G0112100,OS02G0112600,OS02G0595900,OS04G0665600,OS06G0143700,OS06G0324800,OS08G0300300,OS10G0554200"
"GO:BP","inorganic anion transmembrane transport","GO:0098661","false","0.0012181126651569603","2.9143125412654576","49","406","8","15906","OS01G0645900,OS01G0704100,OS02G0112100,OS02G0112600,OS02G0595900,OS06G0143700,OS08G0300300,OS10G0554200"
"GO:BP","regulation of gene expression","GO:0010468","false","0.0017396899965385075","2.759528133779128","2231","406","86","15906","OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","regulation of macromolecule biosynthetic process","GO:0010556","false","0.0018878568626803389","2.724030937000159","2240","406","86","15906","OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","regulation of cellular process","GO:0050794","false","0.0018878568626803389","2.724030937000159","3431","406","121","15906","OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0174700,OS01G0185900,OS01G0196300,OS01G0206300,OS01G0292200,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0802700,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS01G0919800,OS02G0126400,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0191800,OS02G0232000,OS02G0265200,OS02G0532800,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS02G0807000,OS03G0107700,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0232400,OS03G0237250,OS03G0270000,OS03G0285800,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0799000,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0584600,OS04G0586200,OS04G0605100,OS04G0618700,OS04G0634700,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0179100,OS05G0183100,OS05G0318100,OS05G0326400,OS05G0407500,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0562200,OS06G0594400,OS06G0633100,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0184800,OS07G0581700,OS07G0584100,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0374000,OS08G0487100,OS08G0490100,OS08G0529000,OS08G0535800,OS09G0410700,OS09G0418000,OS09G0439200,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0113700,OS11G0184900,OS11G0246200,OS11G0664400,OS11G0665600,OS11G0666200,OS11G0705900,OS12G0113500,OS12G0634500"
"GO:BP","response to organic substance","GO:0010033","false","0.0021855526259893943","2.6604387316581395","875","406","42","15906","OS01G0136000,OS01G0174700,OS01G0313300,OS01G0802700,OS01G0826400,OS01G0908200,OS01G0919800,OS02G0128000,OS02G0512000,OS02G0643800,OS02G0669100,OS02G0766700,OS03G0125100,OS03G0133000,OS03G0171300,OS03G0266300,OS03G0276500,OS03G0285800,OS03G0437200,OS03G0741100,OS03G0832200,OS03G0860100,OS04G0448900,OS04G0559700,OS04G0584600,OS04G0618700,OS04G0647800,OS04G0665600,OS04G0690600,OS05G0407500,OS05G0460000,OS06G0562200,OS06G0594400,OS07G0674800,OS08G0374000,OS08G0529000,OS09G0439200,OS09G0457900,OS10G0533500,OS11G0246200,OS11G0454300,OS11G0484500"
"GO:BP","cellular response to nitrate","GO:0071249","false","0.0022199072082111563","2.653665178614269","4","406","3","15906","OS01G0704100,OS02G0112100,OS02G0112600"
"GO:BP","sesquiterpenoid metabolic process","GO:0006714","true","0.00229086437103021","2.640000622140495","18","406","5","15906","OS02G0703600,OS03G0203200,OS03G0645900,OS04G0448900,OS12G0617400"
"GO:BP","regulation of cellular biosynthetic process","GO:0031326","false","0.0023099278552517486","2.6364015839846298","2260","406","86","15906","OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","regulation of biosynthetic process","GO:0009889","false","0.0023936700666355787","2.6209357111201816","2264","406","86","15906","OS01G0134700,OS01G0141000,OS01G0167400,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS01G0908200,OS02G0132500,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0609500,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0662200,OS06G0726300,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0589000,OS07G0602900,OS07G0606600,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","heterocycle biosynthetic process","GO:0018130","false","0.0027849120305058436","2.5551885187197976","2409","406","90","15906","OS01G0134700,OS01G0141000,OS01G0174000,OS01G0185900,OS01G0196300,OS01G0298400,OS01G0313300,OS01G0575200,OS01G0624700,OS01G0625300,OS01G0693400,OS01G0714800,OS01G0821600,OS01G0826400,OS01G0900800,OS02G0132500,OS02G0140300,OS02G0178700,OS02G0187700,OS02G0191600,OS02G0232000,OS02G0265200,OS02G0638650,OS02G0649300,OS02G0671300,OS02G0677300,OS02G0687200,OS02G0698800,OS02G0713700,OS02G0752800,OS02G0766700,OS02G0791300,OS03G0133000,OS03G0169600,OS03G0171300,OS03G0191900,OS03G0203200,OS03G0214200,OS03G0237250,OS03G0270000,OS03G0437200,OS03G0725800,OS03G0741100,OS03G0764600,OS03G0811400,OS03G0860100,OS04G0463500,OS04G0517100,OS04G0541700,OS04G0572400,OS04G0580300,OS04G0586200,OS04G0605100,OS04G0648900,OS04G0665600,OS04G0690600,OS05G0129300,OS05G0183100,OS05G0408900,OS05G0537100,OS05G0549800,OS06G0107800,OS06G0166400,OS06G0284500,OS06G0496400,OS06G0561000,OS06G0662200,OS06G0726300,OS07G0100200,OS07G0119300,OS07G0182000,OS07G0581700,OS07G0602900,OS07G0606600,OS07G0661000,OS07G0674800,OS07G0684900,OS07G0688200,OS08G0487100,OS08G0490100,OS08G0535800,OS09G0410700,OS09G0457900,OS09G0474000,OS09G0522000,OS10G0376900,OS10G0567400,OS11G0184900,OS11G0705900,OS12G0634500"
"GO:BP","response to osmotic stress","GO:0006970","true","0.003995910600906221","2.3983842366541204","131","406","12","15906","OS01G0136000,OS02G0128000,OS02G0758000,OS02G0766700,OS03G0133000,OS03G0266300,OS03G0285800,OS04G0543900,OS04G0584600,OS08G0495500,OS11G0184900,OS11G0484500"
"GO:BP","response to salt stress","GO:0009651","false","0.004297742823484191","2.3667595762069285","113","406","11","15906","OS01G0136000,OS02G0128000,OS02G0766700,OS03G0133000,OS03G0266300,OS03G0285800,OS04G0543900,OS04G0584600,OS08G0495500,OS11G0184900,OS11G0484500"
"GO:BP","cellular response to reactive nitrogen species","GO:1902170","false","0.004514885655194829","2.345353244231263","5","406","3","15906","OS01G0704100,OS02G0112100,OS02G0112600"
"GO:BP","carbohydrate metabolic process","GO:0005975","true","0.004784183710878939","2.320192151952522","1006","406","45","15906","OS01G0191700,OS01G0268600,OS01G0296200,OS01G0860400,OS01G0860500,OS01G0880300,OS01G0880400,OS01G0926700,OS01G0946700,OS02G0200300,OS02G0605900,OS02G0798100,OS03G0291200,OS03G0351300,OS03G0370000,OS03G0374600,OS03G0416200,OS04G0458900,OS04G0486950,OS04G0604300,OS04G0604900,OS04G0647800,OS04G0664800,OS05G0187100,OS05G0247100,OS05G0375400,OS05G0407500,OS05G0438600,OS05G0495900,OS06G0106800,OS06G0356800,OS06G0561000,OS07G0182000,OS07G0252400,OS07G0480800,OS08G0120600,OS08G0473900,OS08G0518900,OS09G0369400,OS10G0542900,OS11G0484500,OS11G0586825,OS11G0701500,OS11G0701800,OS12G0190000"
